kennzahl,name,langtext,strasse,hausnr,plz,ort,gemeindenummer,telefon,email,weburl,art,bezirk
409603,Pfarrcaritashort Kremsmünster,,"VS, Schulstraße",7,4550,Kremsmünster,40907,,HO409603@pfarrcaritas-kita.at,https://www.pfarre-kremsmuenster.at/hort-kindergaerten,Hort,409
409604,Hort der OÖ Hilfswerk GmbH Wartberg an der Krems,,Schulstraße,10,4552,Wartberg an der Krems,40922,,hort.wartberg@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,409
409606,Caritashort Pettenbach Schulzentrum,,Kirchdorfer Straße,4,4643,Pettenbach,40912,,hort.pettenbach@caritas-ooe.at,https://www.caritas-ooe.at,Hort,409
409607,Hort der OÖ Hilfswerk GmbH Inzersdorf,,Kindergartenweg,4,4565,Inzersdorf im Kremstal,40904,07582/81518-17,hort.inzersdorf@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,409
409611,Hort der OÖ Hilfswerk GmbH Nußbach,,Hauptstraße,45,4542,Nußbach,40910,,hort.nussbach@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,409
409702,Pfarrcaritashort Windischgarsten,,Gleinkerseestraße,15,4580,Windischgarsten,40923,07562/7561,HO409702@pfarrcaritas-kita.at,https://www.kiga-hort-windischgarsten.com,Hort,409
410003,Waldkindergruppe Wilhering Leonding,,Brunngasse,16,4073,Wilhering,41022,,info@naturpaedagogik.net,https://www.naturpaedagogik.net,Sonstige Form der Kinderbetreuung,410
410101,Kindernest Pinu'u Hörsching,,Neubauer Straße,5,4063,Hörsching,41007,07221/72747,kindernest@hoersching.at,https://www.hoersching.at/gemeindeamt/gemeindebetriebe/kindernest_pinu_u,Krabbelstube,410
410102,Städt. Krabbelstube Schulzentrum Hart Leonding,,Limesstraße,2a,4060,Leonding,41012,0732/6878-121101,KsSchulzentrum@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410103,Städt. Krabbelstube Hart Leonding,,Limesstraße,6c,4060,Leonding,41012,0732/6878-121001,KsHart@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410104,Krabbelstube Asten - Familienzentren GmbH der OÖ Kinderfreunde,,Marktplatz,2a,4481,Asten,41003,07224/66381-50,krabbelstube.asten@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410105,Krabbelstube Enns Waldwichtel,,Wiener Straße,4,4470,Enns,41005,07223/82181256,krabbelstube@enns.ooe.gv.at,https://www.enns.at/oeffentliche_einrichtungen/krabbelstube_waldwichtel,Krabbelstube,410
410106,Betriebskrabbelstube PlusCity,,Randlstraße,3,4061,Pasching,41017,,kindergarten.pluscity@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410107,Krabbelstube der OÖ Hilfswerk GmbH Kindernest Neuhofen an der Krems,,Kirchengasse,6,4501,Neuhofen an der Krems,41014,,kindernest-neuhofen@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,410
410109,Krabbelstube Langholzfeld Pasching - Familienzentren GmbH der OÖ Kinderfreunde,,Adalbert Stifterstraße,29,4061,Pasching,41017,07229/66958,Kindergarten.langholzfeld@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410110,Krabbelstube der OÖ Hilfswerk GmbH Kindernest Traun,,Rumaerstraße,12,4050,Traun,41021,07229/65345-12,kindernest.traun@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,410
410111,Krabbelstube Wilhering - Familienzentren GmbH der OÖ Kinderfreunde,,Schulstraße,4,4073,Wilhering,41022,07226/2316,krabbelstube.wilhering@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410112,"Krabbelstube Nöstlbach - St. Theresa""""",,Kindergartenstraße,3,4502,St. Marien,41020,07227/5436,KS410112@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/6434601/kinderbetreuung,Krabbelstube,410
410113,Krabbelstube Haid - Familienzentren GmbH der OÖ Kinderfreunde,,Maderspergerstraße,5,4053,Haid,41002,07229/8408-66,krabbelstube.haid@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410114,Krabbelstube St. Florian Familienbund,,Linzer Straße,20,4490,St. Florian,41013,,krabbelstube.st-florian@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,410
410117,Krabbelstube Kematen an der Krems - Familienbund,,Tannenweg,2,4531,Kematen an der Krems,41009,,kindergarten.kematen@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,410
410118,Krabbelstube Hofkirchen im Traunkreis,,Dorfplatz,2,4492,Hofkirchen im Traunkreis,41008,,KS410118@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64134,Krabbelstube,410
410119,Pfarrcaritaskrabbelstube St. Marien,,St. Marien,43,4502,St. Marien,41020,07227/8044,KS410119@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4346/gliederungen/kinderbetreuung,Krabbelstube,410
410120,Gemeindekrabbelstube Allhaming,,"VS, Allhaming",38,4511,Allhaming,41001,07227/7215,kindergarten.allhaming@aon.at,https://www.allhaming.at/gemeindebetriebe/krabbelstube,Krabbelstube,410
410121,Krabbelstube der Marktgemeinde Pucking,,Petrusweg,4,4055,Pucking,41019,,kindergarten@pucking.ooe.gv.at,https://www.pucking.at/kindergarten_i,Krabbelstube,410
410122,Pfarrcaritaskrabbelstube Weichstetten,,Weichstetten-West,23,4502,St. Marien,41020,07227/8525,ks410122@pfarrcaritas-kita.at,kindergarten-weichstetten.jimdofree.com,Krabbelstube,410
410123,Städt. Krabbelstube Spillheide Leonding,,Spillheide,2,4060,Leonding,41012,0732/6878-121201,KsSpillheide@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410124,Pfarrcaritaskrabbelstube Eggendorf i.Trk.,,Edelmannstraße,4,4622,Eggendorf im Traunkreis,41004,072286147,KS410124@pfarrcaritas-kita.at,https://www.eggendorf.at,Krabbelstube,410
410125,Krabbelstube Niederneukirchen,,Schulstraße,7,4491,Niederneukirchen,41015,07224/7233,kindergarten@niederneukirchen.ooe.gv.at,https://www.niederneukirchen.ooe.gv.at/kindergarten,Krabbelstube,410
410126,Pfarrcaritaskrabbelstube Piberbach,,Kindergartenstraße,6,4533,Piberbach,41018,07228/8286,KS410126@pfarrcaritas-kita.at,https://www.kindergarten-piberbach.at,Krabbelstube,410
410127,Krabbelstube Pasching - Familienzentren GmbH der OÖ Kinderfreunde,,Leondinger Straße,10,4061,Pasching,41017,,krabbelstube.pasching@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410128,Krabbelstube der Gemeinde Oftering,,Ofteringer Straße,6,4064,Oftering,41016,07221/63541-0,kg@oftering.ooe.gv.at,https://www.oftering.at/krabbelstube_oftering,Krabbelstube,410
410129,Krabbelstube Hargelsberg Familienbund,Kinderhaus Hargelsberg,Sportplatzstraße,2,4483,Hargelsberg,41006,,krabbelstube.hargelsberg@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,410
410130,Städt. Krabbelstube Doppl-Hart 29 Leonding,,Haidfeldstraße,29,4060,Leonding,41012,0732/6878-121301,ksdoppl-hart@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410131,Krabbelstube Neuhofen/Krems - Familienzentren GmbH der OÖ Kinderfreunde,,Regenbogenweg,2,4501,Neuhofen an der Krems,41014,,krabbelstube.neuhofen-krems@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410132,Gemeindekrabbelstube Kirchberg-Thening,,Sportstraße,1,4062,Kirchberg-Thening,41010,07221/63832,krabbelstube@kirchberg-thening.at,https://www.kirchberg-thening.at/unser_ort/kinderbetreuung_und_schule,Krabbelstube,410
410133,Krabbelstube der OÖ Hilfswerk GmbH Traun-Ödt/Steinhumergut,,Hacklstraße,5,4050,Traun,41021,,krabbelstube.steinhumergut@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,410
410134,Betriebskrabbelstube Villa RoSiPez Familienbund,,Florianiweg,4/4a,4060,Leonding,41012,0732/673757,krabbelstube.rosipez@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,410
410135,Städt. Krabbelstube Hainzenbachstraße Leonding,,Hainzenbachstraße,36,4060,Leonding,41012,0732/6878-124201,kgkshainzenbachstrasse@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410136,Städt. Krabbelstube Doppl-Hart 31a Leonding,,Haidfeldstraße,31a,4060,Leonding,41012,0732/6878-121401,ksdoppl-hart31a@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410137,"Krabbelstube Hand in Hand""""",,Maria Anger,6,4470,Enns,41005,07223/82181-255,handinhand@enns.ooe.gv.at,https://www.enns.at/kindergarten_v_-_hand_in_hand,Krabbelstube,410
410138,Städt. Krabbelstube Berg Leonding,,Hartackerstraße,2,4060,Leonding,41012,0732/6878-124101,kgksberg@leonding.at,https://www.leonding.at/startseite,Krabbelstube,410
410139,Krabbelstube Kronstorf Familienbund,,Hargelsberger Straße,2,4484,Kronstorf,41011,,krabbelstube.kronstorf@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,410
410140,Kinderzentrum Pasching - Krabbelstube,,Westzeile,12,4061,Pasching,41017,,kinderzentrum.pasching@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,410
410141,Krabbelstube Dreiklang,,Födermayrstraße,2,4470,Enns,41005,07223/82181-250,dreiklang@enns.ooe.gv.at,https://www.enns.at/dreiklang,Krabbelstube,410
410142,Martinskrabbelstube Kematen an der Krems,,Bruckstraße,6,4531,Kematen an der Krems,41009,,KS410142@pfarrcaritas-kita.at,,Krabbelstube,410
410144,Krabbelstube Untergaumberg,,Rottmayrstraße,31,4060,Leonding,41012,0732/6878-124301,kgksUntergaumberg@leonding.at,https://www.leonding.at,Krabbelstube,410
410145,Städt. Krabbelstube St. Martin I,,Untere Dorfstraße,143,4050,Traun,41021,07229/73439,ks.st.martin@aon.at,,Krabbelstube,410
410201,Gemeindekindergarten Allhaming,,"VS, Allhaming",38,4511,Allhaming,41001,07227/7215,kindergarten.allhaming@aon.at,https://www.allhaming.at/kindergarten,Kindergarten,410
410202,Städt. Kindergarten Ansfelden,,Haider Straße,17,4052,Ansfelden,41002,07229/8405110,KiGaAnsfelden@ansfelden.at,https://www.ansfelden.at/leben/kindergaerten/kindergarten-ansfelden,Kindergarten,410
410203,Städt. Kindergarten Freindorf,,Gabelsbergerstraße,4,4052,Ansfelden,41002,07229/840-5310,KiGaFreindorf@ansfelden.at,https://www.ansfelden.at/leben/kindergaerten/kindergarten-freindorf,Kindergarten,410
410205,Kindergarten Kunterbunt - Asten I,,Ringstraße,3,4481,Asten,41003,07224/663813002,kindergarten@asten.ooe.gv.at,kindergarten-asten.jimdofree.com,Kindergarten,410
410206,"Städt. Kindergarten Enns III - Natuki""""",,Eichbergstraße,6c,4470,Enns,41005,07223/82181-265,natuki@enns.ooe.gv.at,https://www.familiii.at/ort/staedtischer-kindergarten-enns-iii-natuki,Kindergarten,410
410207,Kindergarten Dreiklang,,Födermayrstraße,2,4470,Enns,41005,07223/82181-250,dreiklang@enns.ooe.gv.at,https://www.enns.at/dreiklang,Kindergarten,410
410208,Kindergarten Enns Mosaik,,Hanuschstraße,25,4470,Enns,41005,07223/82181-251,mosaik@enns.ooe.gv.at,https://www.enns.at/oeffentliche_einrichtungen/kindergarten_mosaik,Kindergarten,410
410209,Städt. Kindergarten Haid I,,Salzburger Straße,18a,4053,Haid,41002,07229/8404110,kigahaid1@ansfelden.at,https://www.ansfelden.at/leben/kindergaerten/kindergarten-haid-i,Kindergarten,410
410210,Gemeindekindergarten Pucking,,Piccoloweg,1,4055,Pucking,41019,,kindergarten@pucking.ooe.gv.at,https://www.pucking.at/kindergarten_i,Kindergarten,410
410211,Städt. Kindergarten Haid II,,Dr. A. Schärf-Straße,40,4053,Haid,41002,07229/840-4210,kigahaid2@ansfelden.at,https://www.ansfelden.at/leben/kindergaerten/kindergarten-haid-ii,Kindergarten,410
410213,Gemeindekindergarten Hargelsberg,,Gemeindeplatz,4,4483,Hargelsberg,41006,,kindergarten@hargelsberg.ooe.gv.at,https://www.hargelsberg.ooe.gv.at/kinderbetreuungseinrichtung_kindergarten_und_hort_,Kindergarten,410
410214,Gemeindekindergarten Hörsching-Öhndorf,,Spatzenweg,1,4063,Hörsching,41007,07221/74326,kindergarten@hoersching.at,https://www.hoersching.at,Kindergarten,410
410215,Gemeindekindergarten Kirchberg-Thening,,Sportstraße,1,4062,Kirchberg-Thening,41010,07221/63832,kindergarten@kirchberg-thening.at,https://www.kirchberg-thening.at/unser_ort/kinderbetreuung_und_schule,Kindergarten,410
410216,Gemeindekindergarten Kronstorf,,Kleestraße,4,4484,Kronstorf,41011,,kindergarten@kronstorf.ooe.gv.at,https://www.kindergarten-kronstorf.at,Kindergarten,410
410217,Städt. Kindergarten Richterstraße Leonding,,Richterstraße,34,4060,Leonding,41012,0732/6878-122401,kgrichterstrasse@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410218,Städt. Kindergarten Rufling Leonding,,Grünburgstraße,11,4060,Leonding,41012,0732/6878-122501,kgrufling@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410219,Städt. Kindergarten Doppl-Hart Schulstraße Leonding,,Schulstraße,2,4060,Leonding,41012,0732/6878-122001,kgschulstrasse@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410220,Städt. Kindergarten Hainzenbachstraße Leonding,vorher: Kirchbühel Leonding,Hainzenbachstraße,36,4060,Leonding,41012,0732/6878-124201,kgkshainzenbachstrasse@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410221,Städt. Kindergarten Kirchbühelgasse Leonding,,Kirchbühelgasse,3,4060,Leonding,41012,0732/6878-122101,kgkirchbuehelgasse@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410223,Städt. Kindergarten Spillheide Leonding,,Spillheide,6,4060,Leonding,41012,0732/6878-122601,kgspillheide@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410224,Städt. Kindergarten Hart Leonding,,Limesstraße,6a,4060,Leonding,41012,0732/6878-122201,kghart@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410225,Gemeindekindergarten Niederneukirchen,,Schulstraße,7,4491,Niederneukirchen,41015,07224/7233,kindergarten@niederneukirchen.ooe.gv.at,https://www.niederneukirchen.ooe.gv.at/kindergarten,Kindergarten,410
410226,Gemeindekindergarten Oftering,,Ofteringer Straße,6,4064,Oftering,41016,07221/64161,kg@oftering.ooe.gv.at,https://www.oftering.at/kindergarten_der_gemeinde_oftering,Kindergarten,410
410227,Kindergarten Pasching - Familienzentren GmbH der OÖ Kinderfreunde,,Leondinger Straße,10,4061,Pasching,41017,07221/88515-31,kindergarten.pasching@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,410
410228,Kindergarten Langholzfeld - Familienzentren GmbH der OÖ Kinderfreunde,,Adalbert Stifterstraße,29,4061,Pasching,41017,07229/66958,kindergarten.langholzfeld@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,410
410229,Städt. Kindergarten Traun I,,Johann-Roithner-Straße,30,4050,Traun,41021,07229/73703,kg.traun1@aon.at,https://www.traun.at,Kindergarten,410
410230,Städt. Kindergarten Oedt Traun,,Buchenweg,3,4050,Traun,41021,07229/62990,kg.oedt@aon.at,https://www.traun.at,Kindergarten,410
410231,Städt. Kindergarten Traun III,,Habichtgasse,7,4050,Traun,41021,07229/61549,kg.traun3@aon.at,https://www.traun.at,Kindergarten,410
410232,Städt. Kindergarten Traun II,,Johann Mayrleb-Straße,16,4050,Traun,41021,07229/73704,kg.traun2@aon.at,https://www.traun.at,Kindergarten,410
410233,Städt. Kindergarten St. Martin 1 Traun,,Untere Dorfstraße,143,4050,Traun,41021,07229/73439,kg.st.martin@aon.at,https://www.traun.at,Kindergarten,410
410234,Städt. Kindergarten Traun IV,,Steinhumergutstraße,20,4050,Traun,41021,07229/62637,kg.traun4@aon.at,https://www.traun.at,Kindergarten,410
410235,Städt. Kindergarten Traun - St. Dionysen I,,Albert-Schweitzer-Allee,24,4050,Traun,41021,07229/62881,kg.st.dionysen1@aon.at,https://www.traun.at,Kindergarten,410
410236,Betriebskindergarten PlusCity,,Randlstraße,3,4061,Pasching,41017,,kindergarten.pluscity@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,410
410237,Städt. Kindergarten Traun - St. Dionysen II,,W. Angerstraße,9,4050,Traun,41021,07229/69114,kg.st.dionysen2@aon.at,https://www.traun.at,Kindergarten,410
410238,Kindertreffpunkt Leonding,,Zehetlandweg,64,4060,Leonding,41012,,kontakt@kindergarten-leonding.at,https://www.kindergarten-leonding.at,Kindergarten,410
410239,Pfarrcaritaskindergarten Asten,,Kirchengasse,2a,4481,Asten,41003,07224/66357,KG410239@pfarrcaritas-kita.at,pfarrcaritaskiga-asten.jimdofree.com,Kindergarten,410
410240,Städt. Kindergarten Berg Leonding,,Hartackerstraße,2,4060,Leonding,41012,0732/6878-124101,kgksberg@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410241,Pfarrcaritaskindergarten Eggendorf im Traunkreis,,Edelmannstraße,4,4622,Eggendorf im Traunkreis,41004,07228/6147,KG410241@pfarrcaritas-kita.at,https://www.eggendorf.at/pfarrcaritas_kindergarten,Kindergarten,410
410242,"Pfarrcaritaskindergarten Enns - St. Marien""""",,P. Othmar Sterr-Weg,1,4470,Enns,41005,,KG410242@pfarrcaritas-kita.at,https://www.pfarrcaritaskindergarten.at,Kindergarten,410
410243,Pfarrcaritaskindergarten Enns - St. Laurenz,,Lauriacumstraße,4,4470,Enns,41005,,KG410243@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4071/pfarrangebote/kindergarten,Kindergarten,410
410244,Pfarrcaritaskindergarten Hofkirchen im Traunkreis,,Dorfplatz,2,4492,Hofkirchen im Traunkreis,41008,,KG410244@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64134,Kindergarten,410
410245,Pfarrcaritaskindergarten Hörsching,,Kindergartenstraße,1,4063,Hörsching,41007,07221/72232,KG410245@pfarrcaritas-kita.at,https://www.dioezese-linz.at/hoersching,Kindergarten,410
410246,Martinskindergarten Kematen an der Krems,,Bruckstraße,6,4531,Kematen an der Krems,41009,,KG410246@pfarrcaritas-kita.at,https://www.kematen-krems.ooe.gv.at/martinskindergarten_kematen_caritas_,Kindergarten,410
410248,"Pfarrcaritaskindergarten Leonding - St. Michael""""",,Michaelsbergstraße,23,4060,Leonding,41012,,KG410248@pfarrcaritas-kita.at,https://www.leonding.at/startseite,Kindergarten,410
410249,Städt. Kindergarten St. Isidor Leonding,,Georg-Erber-Straße,17,4060,Leonding,41012,0732/6878-122901,kgstisidor@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410250,Pfarrcaritaskindergarten Neuhofen/Krems - Brucknerstr.,,Brucknerstraße,10,4501,Neuhofen an der Krems,41014,07227/4590,KG410250@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64245,Kindergarten,410
410251,Pfarrcaritaskindergarten Neuhofen/Krems - Kremsallee,,Kremsallee,7,4501,Neuhofen an der Krems,41014,07227/5613,KG410251@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64245,Kindergarten,410
410252,Pfarrcaritaskindergarten Langholzfeld,,Kirchengasse,2,4061,Pasching,41017,07229/64417,kg410252@pfarrcaritas-kita.at,https://www.pfarrcaritaskindergarten-langholzfeld.at,Kindergarten,410
410253,Pfarrcaritaskindergarten Piberbach,,Kindergartenstraße,6,4533,Piberbach,41018,07228/8286,KG410253@pfarrcaritas-kita.at,https://www.kindergarten-piberbach.at/willkommen,Kindergarten,410
410254,Pfarrcaritaskindergarten  St. Florian II,,Hausfeld,22,4490,St. Florian,41013,,KG410254@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64334,Kindergarten,410
410255,Pfarrcaritaskindergarten St. Florian I,,Wiener Straße,6,4490,St. Florian,41013,,KG410255@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64334/kindergarten/organisation,Kindergarten,410
410256,Pfarrcaritaskindergarten St. Marien,,St. Marien,43,4502,St. Marien,41020,07227/8044,KG410256@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4346/gliederungen/kinderbetreuung,Kindergarten,410
410257,Pfarrcaritaskindergarten Weichstetten,,Weichstetten-West,23,4502,St. Marien,41020,07227/8525,kg410257@pfarrcaritas-kita.at,kindergarten-weichstetten.jimdofree.com,Kindergarten,410
410258,"Pfarrcaritaskindergarten Nöstlbach - St. Theresa""""",,Kindergartenstraße,3,4502,St. Marien,41020,07227/5436,KG410258@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4346/gliederungen/kinderbetreuung,Kindergarten,410
410259,Pfarrcaritaskindergarten Traun - St. Dionysen,,Wilhelm-Anger-Straße,9,4050,Traun,41021,07229/75966,KG410259@pfarrcaritas-kita.at,https://www.traun.at,Kindergarten,410
410260,Pfarrcaritaskindergarten Traun - St. Martin,,Styriastraße,5,4050,Traun,41021,,KG410260@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4428/miteinander/kindergarten,Kindergarten,410
410261,Pfarrcaritaskindergarten Dörnbach,,Pfarrhofweg,9,4073,Wilhering,41022,07221/87177,kindergarten@doernbach.at,https://www.dioezese-linz.at/institution/64060,Kindergarten,410
410262,"Pfarrcaritaskindergarten Schönering - St. Stefan""""",,Kindergartenweg,6,4073,Wilhering,41022,07226/2634,kindergarten-schoenering@aon.at,pfarrcaritaskindergarten-st-stefan-schoenering.jimdosite.com,Kindergarten,410
410268,Kindergarten Hargelsberg Familienbund,Kinderhaus Hargelsberg,Sportplatzstraße,2,4483,Hargelsberg,41006,,krabbelstube.hargelsberg@ooe.familienbund.at,https://www.ooe.familienbund.at,Kindergarten,410
410269,Kinderzentrum Pasching - Kindergarten,,Westzeile,12,4061,Pasching,41017,,kinderzentrum.pasching@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,410
410275,Städt. Kindergarten Haag Leonding,,Herderstraße,34,4060,Leonding,41012,0732/6878-122701,kghaag@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410276,Städt. Kindergarten Traun - Zentrum,,Neubauerstraße,2,4050,Traun,41021,07229/7234113,kg.traun.zentrum@aon.at,https://www.traun.at,Kindergarten,410
410277,Städt. Kindergarten Doppl-Hart Remisenstraße Leonding,,Remisenstraße,4,4060,Leonding,41012,0732/6878-122801,kgremisenstrasse@leonding.at,https://www.leonding.at/startseite,Kindergarten,410
410281,Kindergarten Horizont - Asten II,,Wiener Straße,18,4481,Asten,41003,07224/663813201,kindergarten@asten.ooe.gv.at,kindergarten-asten.jimdofree.com,Kindergarten,410
410285,"Städt. Kinderhaus Enns - Hand in Hand""""",,Maria Anger,6,4470,Enns,41005,07223/82181-255,handinhand@enns.ooe.gv.at,https://www.enns.at/oeffentliche_einrichtungen/kinderhaus_hand_in_hand,Kindergarten,410
410289,Kindergarten Kematen an der Krems - Familienbund,,Tannenweg,2,4531,Kematen an der Krems,41009,,kindergarten.kematen@ooe.familienbund.at,https://www.ooe.familienbund.at,Kindergarten,410
410290,Kindergarten Neuhofen - Familienzentren GmbH der OÖ Kinderfreunde,,Regenbogenweg,2,4501,Neuhofen an der Krems,41014,0722721217,kindergarten.neuhofen-krems@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,410
410293,Kindergarten St. Martin II,,Lessingstraße,26,4050,Traun,41021,07229/65191,kg.st.martin2@a1.net,https://www.traun.at,Kindergarten,410
410295,Kindergarten Untergaumberg,,Rottmayrstraße,31,4060,Leonding,41012,0732/6878-124301,kgksUntergaumberg@leonding.at,https://www.leonding.at,Kindergarten,410
410401,Integrativer Heilpädagog. Kindergarten St. Isidor,HP,St. Isidor,21,4060,Leonding,41012,0732/7610-7200,kiga.isidor@caritas-ooe.at,https://www.leonding.at/startseite,Kindergarten,410
410601,"Gemeindehort Hand in Hand"" Asten""",,Schulstraße,7,4481,Asten,41003,07224/663815001,hort@asten.ooe.gv.at,https://www.asten.ooe.gv.at/index.php?id=79,Hort,410
410603,Gemeindehort Pucking,,Puckinger Straße,6,4055,Pucking,41019,,hort@pucking.ooe.gv.at,https://www.pucking.at/schuelerhort,Hort,410
410604,Gemeindehort Hörsching,,Rupert-Willenstorfer-Straße,5,4063,Hörsching,41007,07221/73530-40,schuelerhort@hoersching.at,https://www.hoersching.at/hort,Hort,410
410605,Städt. Hort Doppl-Hart Leonding,,Haidfeldstraße,31,4060,Leonding,41012,0732/6878-125001,HoDoppl@leonding.at,https://www.leonding.at/startseite,Hort,410
410606,Städt. Hort Hart Leonding,,Limesstraße,6b,4060,Leonding,41012,0732/6878-125201,HoHart@leonding.at,https://www.leonding.at/startseite,Hort,410
410607,Städt. Hort Spillheide Leonding,,Spillheide,2,4060,Leonding,41012,0732/6878-125301,HoSpillheide@leonding.at,https://www.leonding.at/startseite,Hort,410
410608,Hort Langholzfeld - Familienzentren GmbH der OÖ Kinderfreunde,,Adalbert Stifter-Straße,29,4061,Pasching,41017,07229/66960,hort.langholzfeld@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,410
410609,Gemeindehort St. Florian,,Linzer Straße,20,4490,St. Florian,41013,,hort.st.florian@karrernet.at,https://www.hort-stflorian.com,Hort,410
410610,Städt. Hort Traun Neubauerstraße,,Neubauerstraße,2,4050,Traun,41021,07229/72341,hort.traun@aon.at,https://www.traun.at,Hort,410
410611,Städt. Hort Oedt Traun,,Trauner Straße,78,4050,Traun,41021,,hort.oedt@aon.at,https://www.traun.at,Hort,410
410612,Städt. Hort St. Martin Traun,,Untere Dorfstraße,145,4050,Traun,41021,07229/71356,hort.st.martin@aon.at,https://www.traun.at,Hort,410
410613,Städt. Hort St. Dionysen Traun,,Stefan Taschner-Straße,10,4050,Traun,41021,07229/75238,hort.st.dionysen@aon.at,https://www.traun.at,Hort,410
410615,Hort Ansfelden - Familienzentren GmbH der OÖ Kinderfreunde,,"HS, Haiderstraße",8,4052,Ansfelden,41002,07229/79583,hort.ansfelden@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,410
410616,Hort Haid - Familienzentren GmbH der OÖ Kinderfreunde,,Maderspergerstraße,7,4053,Haid,41002,07229/79455,hort.haid@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,410
